415 | [ 3, 2503, 107, 13033 ]
417 | [ 13, 2971, 109, 401 ]
427 | [ 967, 1327, 607, 6883 ]
437 | [ 37, 2399, 17, 659 ]
445 | [ 83, 211, 317, 211 ]
447 | [ 1033, 709, 461, 4783 ]
451 | [ 839, 1459, 47, 11731 ]
453 | [ 67, 509, 137, 509 ]
469 | [ 577, 881, 73, 1613 ]
471 | [ 1373, 83, 353, 1061 ]
473 | [ 2089, 907, 41, 937 ]
481 | [ 457, 2399, 199, 2971 ]
485 | [ 19, 1187, 71, 1103 ]
489 | [ 829, 4397, 83, 2579 ]
493 | [ 2647, 1327, 263, 1327 ]
497 | [ 821, 2753, 109, 2113 ]
501 | [ 739, 1567, 193, 3733 ]
505 | [ 607, 1543, 149, 149 ]
511 | [ 47, 163, 71, 11317 ]
515 | [ 853, 1999, 17, 499 ]
517 | [ 953, 2287, 137, 1093 ]
519 | [ 3, 3359, 29, 7607 ]
527 | [ 263, 523, 109, 3709 ]
533 | [ 1039, 881, 409, 2683 ]
535 | [ 271, 4201, 113, 1979 ]
537 | [ 331, 643, 109, 5801 ]
543 | [ 17, 197, 199, 197 ]
545 | [ 2837, 103, 3, 3739 ]
551 | [ 1931, 523, 53, 199 ]
553 | [ 83, 397, 167, 1667 ]
559 | [ 5, 397, 383, 4051 ]
565 | [ 877, 53, 47, 1259 ]
573 | [ 613, 2731, 41, 13309 ]
579 | [ 967, 743, 359, 3613 ]
581 | [ 353, 2141, 281, 2663 ]
583 | [ 313, 919, 269, 16943 ]
589 | [ 1303, 2897, 223, 7109 ]
591 | [ 389, 349, 227, 4451 ]
597 | [ 1657, 1373, 13, 2357 ]
611 | [ 607, 877, 367, 2789 ]
623 | [ 941, 1487, 103, 9551 ]
629 | [ 569, 653, 71, 4909 ]
633 | [ 431, 167, 263, 9551 ]
635 | [ 3677, 661, 61, 8831 ]
649 | [ 11719, 13873, 23, 2063 ]
655 | [ 103, 2029, 53, 1663 ]
667 | [ 43, 139, 109, 9013 ]
669 | [ 97, 733, 1777, 2333 ]
671 | [ 149, 1747, 13, 4093 ]
679 | [ 661, 839, 163, 2777 ]
681 | [ 229, 83, 107, 7321 ]
685 | [ 3917, 1283, 61, 163 ]
687 | [ 1627, 4133, 467, 557 ]
689 | [ 991, 6971, 503, 6971 ]
695 | [ 1381, 9743, 797, 3709 ]
697 | [ 5399, 761, 173, 3023 ]
699 | [ 3631, 1559, 89, 89 ]
703 | [ 353, 571, 53, 9871 ]
707 | [ 6203, 1361, 173, 4157 ]
713 | [ 3221, 2593, 19, 4817 ]
717 | [ 433, 4957, 41, 27791 ]
721 | [ 3671, 2683, 601, 10487 ]
723 | [ 2417, 401, 317, 1117 ]
731 | [ 311, 5651, 239, 1061 ]
737 | [ 2707, 2347, 1619, 2377 ]
745 | [ 661, 1951, 103, 907 ]
749 | [ 1307, 3221, 73, 9677 ]
753 | [ 1549, 643, 19, 5167 ]
755 | [ 59, 2767, 193, 461 ]
763 | [ 97, 5227, 677, 4933 ]
767 | [ 2311, 1091, 307, 887 ]
771 | [ 157, 2909, 137, 3461 ]
779 | [ 1187, 2617, 881, 8087 ]
781 | [ 2861, 709, 263, 28279 ]
785 | [ 1607, 2113, 3, 2267 ]
789 | [ 1249, 131, 313, 1997 ]
791 | [ 3361, 127, 107, 181 ]
793 | [ 631, 12619, 463, 3583 ]
799 | [ 463, 941, 197, 29989 ]
803 | [ 349, 1019, 211, 7457 ]
807 | [ 3371, 563, 281, 281 ]
813 | [ 5, 1973, 11, 311 ]
815 | [ 397, 2609, 293, 293 ]
817 | [ 6857, 2311, 17, 23981 ]
831 | [ 1117, 269, 467, 269 ]
835 | [ 569, 101, 439, 10301 ]
843 | [ 2459, 1097, 31, 11657 ]
849 | [ 3719, 2731, 317, 2579 ]
851 | [ 1949, 11351, 401, 7309 ]
865 | [ 223, 3499, 431, 929 ]
869 | [ 1229, 3023, 739, 10993 ]
871 | [ 409, 6133, 1783, 8219 ]
879 | [ 2083, 479, 109, 17053 ]
889 | [ 8933, 557, 433, 523 ]
893 | [ 2777, 307, 317, 13457 ]
895 | [ 14717, 1543, 29, 349 ]
899 | [ 1213, 8273, 269, 11113 ]
901 | [ 7789, 10831, 271, 2621 ]
905 | [ 1721, 863, 151, 2131 ]
913 | [ 167, 10301, 29, 17579 ]
917 | [ 4919, 983, 463, 10651 ]
921 | [ 1231, 233, 5, 1223 ]
923 | [ 1597, 439, 139, 9743 ]
933 | [ 1223, 1553, 37, 37 ]
939 | [ 2389, 1597, 67, 2591 ]
943 | [ 853, 10457, 113, 2713 ]
949 | [ 2687, 7229, 1489, 5107 ]
951 | [ 103, 3433, 181, 5081 ]
955 | [ 127, 2161, 59, 3779 ]
959 | [ 601, 3623, 97, 2657 ]
965 | [ 3329, 3463, 1439, 3463 ]
973 | [ 251, 421, 499, 15679 ]
979 | [ 71, 1831, 677, 3697 ]
985 | [ 313, 829, 307, 907 ]
989 | [ 107, 3931, 83, 101 ]
993 | [ 5813, 401, 19, 821 ]
995 | [ 739, 691, 449, 6469 ]
1003 | [ 2699, 1607, 359, 4603 ]
1007 | [ 1103, 1163, 337, 8537 ]
1011 | [ 881, 557, 7, 557 ]
1027 | [ 6703, 8999, 281, 109 ]
1037 | [ 317, 5227, 353, 19 ]
1041 | [ 239, 2309, 269, 733 ]
1043 | [ 1733, 829, 199, 3121 ]
1047 | [ 19571, 5653, 331, 881 ]
1055 | [ 149, 3449, 53, 827 ]
1057 | [ 1847, 1801, 1009, 2273 ]
1059 | [ 2399, 2857, 227, 811 ]
1067 | [ 1487, 2207, 373, 20173 ]
1073 | [ 1873, 1399, 59, 1399 ]
1077 | [ 419, 4373, 41, 12239 ]
1079 | [ 359, 2521, 61, 21157 ]
1081 | [ 563, 2609, 173, 2609 ]
1099 | [ 10357, 1301, 251, 17989 ]
1101 | [ 131, 3079, 83, 7757 ]
1111 | [ 443, 7877, 311, 1811 ]
1115 | [ 3607, 1249, 19, 6971 ]
1119 | [ 17519, 2039, 19, 2039 ]
1121 | [ 5021, 1493, 1637, 3547 ]
1133 | [ 5413, 6217, 241, 3671 ]
1135 | [ 103, 2677, 277, 38569 ]
1137 | [ 113, 2203, 389, 3911 ]
1139 | [ 3347, 191, 821, 2503 ]
1141 | [ 2833, 7417, 11, 16691 ]
1145 | [ 4127, 1277, 3, 4051 ]
1147 | [ 19, 15173, 103, 15131 ]
1149 | [ 1367, 1303, 751, 23539 ]
1157 | [ 4861, 6197, 31, 7793 ]
1159 | [ 227, 1879, 179, 1223 ]
1165 | [ 13, 4877, 29, 8747 ]
1167 | [ 7237, 773, 223, 6733 ]
1169 | [ 89, 2089, 617, 883 ]
1177 | [ 421, 157, 179, 2699 ]
1189 | [ 7621, 7109, 83, 1567 ]
1191 | [ 89, 1129, 131, 7817 ]
1195 | [ 277, 2309, 109, 11437 ]
1199 | [ 5009, 5591, 487, 53549 ]
1203 | [ 2879, 601, 557, 17987 ]
1205 | [ 293, 1571, 131, 1571 ]
1207 | [ 5023, 2237, 373, 1451 ]
1211 | [ 5021, 2161, 103, 4397 ]
1219 | [ 1429, 1993, 5, 36739 ]
1227 | [ 1453, 997, 293, 827 ]
1241 | [ 503, 4649, 523, 10247 ]
1243 | [ 2039, 1439, 389, 35677 ]
1247 | [ 6257, 11447, 593, 5303 ]
1253 | [ 3371, 2411, 31, 4957 ]
1255 | [ 11279, 14759, 59, 3347 ]
1257 | [ 127, 1297, 13, 6871 ]
1261 | [ 5839, 1301, 211, 3457 ]
1263 | [ 6449, 3407, 103, 1559 ]
1267 | [ 269, 23, 683, 10631 ]
1271 | [ 11, 5563, 239, 2711 ]
1273 | [ 823, 9323, 269, 42397 ]
1285 | [ 4549, 3307, 557, 2531 ]
1293 | [ 433, 1607, 41, 9859 ]
1299 | [ 3701, 2647, 173, 4339 ]
1313 | [ 4987, 601, 71, 13679 ]
1315 | [ 2729, 691, 379, 10337 ]
1317 | [ 31, 577, 7, 163 ]
1329 | [ 503, 1493, 11, 7127 ]
1333 | [ 10729, 1439, 359, 18637 ]
1337 | [ 1123, 79, 13, 4127 ]
1339 | [ 12347, 71, 887, 27997 ]
1343 | [ 257, 1613, 251, 23593 ]
1345 | [ 373, 223, 179, 4093 ]
1347 | [ 4733, 8581, 241, 4651 ]
1349 | [ 5107, 163, 257, 25889 ]
1351 | [ 12011, 613, 79, 79 ]
1355 | [ 3259, 3, 433, 857 ]
1357 | [ 2749, 2753, 251, 5501 ]
1363 | [ 2647, 10067, 419, 991 ]
1371 | [ 2957, 1259, 593, 13163 ]
1379 | [ 757, 1753, 661, 1753 ]
1383 | [ 1049, 3851, 211, 13781 ]
1385 | [ 11807, 6947, 131, 487 ]
1387 | [ 1459, 41, 1693, 5237 ]
1389 | [ 2699, 2417, 313, 227 ]
1391 | [ 4271, 6007, 881, 5501 ]
1393 | [ 6871, 919, 701, 701 ]
1397 | [ 8839, 6067, 797, 23059 ]
1401 | [ 2729, 131, 113, 1483 ]
1403 | [ 7877, 8269, 673, 2237 ]
1405 | [ 5419, 1669, 23, 1559 ]
1411 | [ 1259, 3517, 97, 36541 ]
1415 | [ 17, 373, 47, 463 ]
1417 | [ 419, 9013, 389, 9467 ]
1437 | [ 1787, 2447, 313, 853 ]
1441 | [ 5779, 5407, 977, 26107 ]
1457 | [ 3323, 929, 463, 21773 ]
1461 | [ 389, 4549, 7, 1021 ]
1465 | [ 8807, 683, 1193, 9613 ]
1469 | [ 9403, 1297, 587, 6491 ]
1473 | [ 13691, 1153, 929, 3011 ]
1477 | [ 227, 13291, 277, 2287 ]
1497 | [ 227, 197, 5, 1289 ]
1501 | [ 241, 1847, 137, 25603 ]
1507 | [ 977, 2843, 113, 5297 ]
1509 | [ 17, 1877, 2411, 15749 ]
1513 | [ 1531, 8089, 1459, 2371 ]
1517 | [ 839, 137, 1283, 8761 ]
1527 | [ 3, 17389, 859, 16937 ]
1529 | [ 5021, 5009, 331, 8537 ]
1535 | [ 2689, 4813, 71, 36721 ]
1537 | [ 10601, 5087, 139, 3181 ]
1541 | [ 6323, 739, 313, 37447 ]
1555 | [ 3637, 1951, 61, 1493 ]
1561 | [ 631, 2137, 61, 61 ]
1563 | [ 2237, 863, 349, 13009 ]
1565 | [ 293, 3643, 1237, 13339 ]
1569 | [ 1973, 2843, 109, 2039 ]
1577 | [ 5333, 2671, 97, 3049 ]
1585 | [ 4547, 967, 149, 967 ]
1589 | [ 11719, 13487, 193, 33937 ]
1591 | [ 293, 2203, 101, 17569 ]
1603 | [ 1201, 3023, 239, 34511 ]
1623 | [ 787, 1567, 37, 8243 ]
1631 | [ 419, 2671, 449, 4231 ]
1633 | [ 563, 5419, 139, 683 ]
1639 | [ 11087, 449, 431, 5333 ]
1641 | [ 2939, 457, 241, 241 ]
1643 | [ 6481, 167, 241, 2477 ]
1649 | [ 15361, 1669, 859, 359 ]
1651 | [ 373, 3089, 401, 36389 ]
1655 | [ 113, 653, 149, 2129 ]
1661 | [ 2137, 14249, 313, 36073 ]
1671 | [ 2113, 6299, 443, 7013 ]
1673 | [ 2017, 28309, 89, 4691 ]
1679 | [ 18701, 503, 659, 27793 ]
1685 | [ 5051, 809, 43, 2087 ]
1687 | [ 2647, 821, 167, 2593 ]
1689 | [ 15629, 727, 241, 8783 ]
1691 | [ 3391, 6679, 401, 6343 ]
1703 | [ 1319, 34729, 271, 1307 ]
1707 | [ 7757, 3919, 23, 157 ]
1711 | [ 239, 2593, 167, 6203 ]
1713 | [ 10831, 1061, 2017, 1061 ]
1717 | [ 2467, 1381, 127, 347 ]
1727 | [ 1307, 5651, 347, 6607 ]
1731 | [ 571, 503, 7, 503 ]
1735 | [ 2531, 557, 7, 5477 ]
1739 | [ 4567, 8737, 179, 74383 ]
1745 | [ 7937, 23, 31, 7607 ]
1751 | [ 8329, 1231, 173, 1153 ]
1757 | [ 59, 5051, 41, 11177 ]
1761 | [ 727, 1021, 157, 15319 ]
1763 | [ 173, 2657, 1193, 44741 ]
1765 | [ 127, 593, 97, 15361 ]
1769 | [ 2539, 1453, 499, 4211 ]
1779 | [ 1103, 8039, 109, 19709 ]
1781 | [ 4447, 20549, 577, 4463 ]
1793 | [ 4657, 2441, 131, 17419 ]
1795 | [ 2053, 10061, 1579, 4211 ]
1797 | [ 4787, 7393, 47, 5647 ]
1799 | [ 17, 8821, 421, 37277 ]
1803 | [ 11117, 503, 349, 1223 ]
1807 | [ 6469, 3319, 463, 3037 ]
1817 | [ 2683, 227, 1553, 8329 ]
1819 | [ 577, 653, 67, 18077 ]
1821 | [ 11149, 11351, 419, 9491 ]
1829 | [ 3329, 1117, 137, 24611 ]
1835 | [ 1949, 8467, 11, 5869 ]
1837 | [ 47, 8663, 109, 9421 ]
1839 | [ 659, 2797, 211, 211 ]
1841 | [ 6857, 8693, 1039, 13967 ]
1843 | [ 3803, 7753, 241, 4663 ]
1851 | [ 2131, 6079, 151, 3877 ]
1853 | [ 1109, 1733, 823, 163 ]
1857 | [ 61, 4229, 5, 4229 ]
1865 | [ 941, 1831, 223, 4801 ]
1883 | [ 59, 797, 383, 23971 ]
1891 | [ 5717, 1697, 241, 1303 ]
1893 | [ 3613, 4903, 43, 17327 ]
1895 | [ 7481, 2999, 2473, 8089 ]
1897 | [ 7019, 7417, 263, 17851 ]
1903 | [ 2243, 2293, 17, 50101 ]
1909 | [ 9221, 4889, 149, 9791 ]
1915 | [ 3911, 1999, 421, 4951 ]
1919 | [ 2797, 22769, 23, 6701 ]
1921 | [ 33161, 109, 1063, 4993 ]
1923 | [ 6907, 577, 463, 1523 ]
1927 | [ 3067, 5869, 1451, 13907 ]
1929 | [ 101, 7717, 61, 2531 ]
1937 | [ 919, 1831, 163, 1831 ]
1939 | [ 5189, 2663, 127, 15271 ]
1941 | [ 3, 433, 11, 13723 ]
1943 | [ 4139, 3011, 379, 51199 ]
1945 | [ 9133, 9901, 349, 8867 ]
1957 | [ 16417, 2087, 811, 55631 ]
1959 | [ 2017, 1811, 67, 3329 ]
1961 | [ 5741, 5573, 17, 4201 ]
1963 | [ 6883, 6217, 719, 37363 ]
1967 | [ 359, 1831, 257, 14533 ]
1969 | [ 6703, 10651, 1109, 11197 ]
1977 | [ 2137, 10597, 631, 27011 ]
1981 | [ 5059, 3229, 149, 14821 ]
1983 | [ 12107, 1973, 127, 257 ]
1985 | [ 1409, 1381, 67, 3061 ]
1991 | [ 11941, 14879, 463, 5683 ]
2005 | [ 17, 6911, 577, 1087 ]
2019 | [ 2543, 103, 101, 3539 ]
2021 | [ 83, 17417, 101, 27953 ]
2031 | [ 3037, 4259, 587, 20123 ]
2033 | [ 439, 9137, 467, 5011 ]
2041 | [ 3449, 127, 461, 127 ]
2045 | [ 6547, 673, 337, 4513 ]
2047 | [ 7, 409, 47, 18617 ]
2049 | [ 883, 131, 89, 10993 ]
2051 | [ 6277, 8089, 79, 18013 ]
2059 | [ 4021, 557, 101, 27239 ]
2071 | [ 6221, 6451, 31, 19391 ]
2073 | [ 2029, 1747, 83, 9781 ]
2077 | [ 23509, 17291, 149, 5233 ]
2095 | [ 9239, 29027, 17, 12841 ]
2101 | [ 821, 1373, 73, 17851 ]
2103 | [ 2819, 743, 47, 11657 ]
2105 | [ 4289, 13781, 401, 16699 ]
2117 | [ 18457, 21191, 1361, 7213 ]
2119 | [ 877, 7523, 67, 5407 ]
2123 | [ 20959, 18859, 19, 36013 ]
2127 | [ 17389, 11497, 1187, 3923 ]
2147 | [ 9091, 48397, 149, 4673 ]
2149 | [ 4219, 9227, 317, 42727 ]
2155 | [ 349, 13127, 257, 967 ]
2157 | [ 641, 17351, 47, 9043 ]
2159 | [ 7019, 2687, 709, 709 ]
2165 | [ 2243, 5857, 479, 2371 ]
2167 | [ 32057, 9161, 433, 27427 ]
2171 | [ 16127, 4201, 811, 22613 ]
2173 | [ 20333, 57097, 541, 571 ]
2177 | [ 5527, 1487, 463, 829 ]
2181 | [ 401, 32839, 1031, 137 ]
2183 | [ 151, 547, 577, 36269 ]
2189 | [ 2741, 6917, 1063, 7937 ]
2191 | [ 5351, 47629, 47, 1031 ]
2195 | [ 4177, 6131, 167, 15217 ]
2199 | [ 2473, 8629, 251, 13619 ]
2201 | [ 9931, 5701, 313, 11057 ]
2215 | [ 15823, 9337, 593, 19681 ]
2217 | [ 13, 151, 463, 15233 ]
2219 | [ 15271, 1663, 149, 17881 ]
2227 | [ 6247, 16741, 107, 25579 ]
2229 | [ 101, 7829, 83, 8543 ]
2231 | [ 7331, 18917, 1663, 20369 ]
2245 | [ 367, 83, 787, 8699 ]
2249 | [ 277, 13463, 853, 2141 ]
2253 | [ 6563, 4999, 491, 1283 ]
2257 | [ 1759, 3607, 113, 3607 ]
2263 | [ 5419, 5987, 211, 22123 ]
2271 | [ 27107, 6529, 193, 4993 ]
2279 | [ 14557, 2131, 271, 25373 ]
2283 | [ 3413, 373, 89, 87433 ]
2285 | [ 23819, 1801, 107, 2971 ]
2291 | [ 3631, 26041, 167, 7211 ]
2305 | [ 4783, 19211, 281, 4157 ]
2307 | [ 12263, 4001, 31, 4597 ]
2315 | [ 5867, 2131, 389, 5209 ]
2317 | [ 27701, 3547, 13, 2339 ]
2319 | [ 8681, 12979, 359, 10247 ]
2321 | [ 73, 1877, 67, 2719 ]
2323 | [ 21163, 17749, 277, 6967 ]
2327 | [ 2801, 3779, 1153, 9221 ]
2329 | [ 13121, 16607, 463, 9511 ]
2335 | [ 10781, 1297, 139, 21323 ]
2353 | [ 109, 3313, 983, 3739 ]
2359 | [ 2003, 4733, 43, 7351 ]
2361 | [ 2251, 7643, 1193, 2141 ]
2363 | [ 4337, 5059, 211, 52027 ]
2369 | [ 359, 12437, 751, 15299 ]
2391 | [ 6547, 6053, 193, 35801 ]
2395 | [ 11701, 2027, 23, 135211 ]
2407 | [ 1193, 32327, 113, 10861 ]
2413 | [ 5737, 643, 227, 56179 ]
2419 | [ 3187, 31517, 73, 27191 ]
2427 | [ 419, 5351, 101, 4733 ]
2429 | [ 15131, 13267, 1019, 19231 ]
2433 | [ 2083, 8093, 317, 8627 ]
2435 | [ 5711, 20897, 691, 13043 ]
2443 | [ 2857, 163, 839, 77239 ]
2449 | [ 163, 18911, 59, 22727 ]
2453 | [ 661, 2027, 103, 82013 ]
2455 | [ 30491, 1613, 193, 2633 ]
2461 | [ 211, 8167, 859, 37489 ]
2463 | [ 10771, 569, 521, 3917 ]
2469 | [ 3709, 15937, 479, 8377 ]
2471 | [ 16747, 7211, 599, 34849 ]
2479 | [ 5791, 257, 1187, 28703 ]
2481 | [ 1103, 751, 281, 22189 ]
2483 | [ 16249, 3691, 331, 4591 ]
2487 | [ 2699, 337, 467, 773 ]
2489 | [ 28081, 1543, 643, 12109 ]
2491 | [ 8317, 5099, 167, 10859 ]
2495 | [ 9791, 3347, 359, 6569 ]
2497 | [ 26237, 1783, 661, 5527 ]
2501 | [ 31, 1483, 199, 1483 ]
2507 | [ 19273, 2543, 673, 6373 ]
2509 | [ 3581, 1873, 1867, 11551 ]
2513 | [ 5413, 27043, 373, 19139 ]
2515 | [ 73, 14887, 109, 22697 ]
2517 | [ 46457, 2657, 587, 1187 ]
2519 | [ 6899, 10243, 29, 3407 ]
2533 | [ 127, 2251, 2203, 2251 ]
2537 | [ 37561, 13513, 251, 9649 ]
2545 | [ 6311, 1429, 601, 691 ]
2559 | [ 2069, 21871, 103, 14549 ]
2561 | [ 1931, 1831, 131, 1831 ]
2563 | [ 853, 36097, 23, 5323 ]
2567 | [ 4447, 8677, 353, 2377 ]
2569 | [ 16061, 18433, 1051, 39079 ]
2571 | [ 2137, 491, 113, 5437 ]
2573 | [ 9011, 1289, 23, 1277 ]
2577 | [ 1051, 8609, 347, 8609 ]
2581 | [ 93581, 1049, 271, 15767 ]
2587 | [ 7127, 23039, 449, 8429 ]
2589 | [ 4733, 647, 809, 4957 ]
2599 | [ 2423, 15569, 131, 14627 ]
2603 | [ 1709, 2699, 23, 5737 ]
2605 | [ 8713, 1229, 661, 6133 ]
2611 | [ 397, 28807, 59, 6361 ]
2615 | [ 1373, 12907, 887, 41593 ]
2623 | [ 1487, 16823, 37, 51407 ]
2627 | [ 5003, 14717, 653, 8209 ]
2629 | [ 7109, 2381, 73, 3407 ]
2631 | [ 3761, 151, 659, 14783 ]
2641 | [ 6997, 21191, 83, 2707 ]
2643 | [ 71, 347, 37, 21467 ]
2649 | [ 3907, 2423, 241, 2423 ]
2651 | [ 8111, 9883, 541, 34183 ]
2653 | [ 5431, 23357, 641, 1481 ]
2661 | [ 13297, 3253, 2609, 2711 ]
2669 | [ 6113, 1303, 149, 1303 ]
2681 | [ 12791, 12841, 509, 55337 ]
2701 | [ 18553, 31699, 359, 10883 ]
2705 | [ 3853, 21821, 101, 8527 ]
2721 | [ 1061, 4057, 367, 16729 ]
2723 | [ 3911, 2017, 653, 41659 ]
2733 | [ 33161, 5851, 313, 29191 ]
2735 | [ 431, 6911, 31, 15959 ]
2743 | [ 23, 11087, 1231, 32323 ]
2747 | [ 83, 4889, 151, 9181 ]
2757 | [ 4201, 5839, 379, 3491 ]
2759 | [ 449, 8821, 691, 24421 ]
2761 | [ 23689, 4793, 1069, 46049 ]
2771 | [ 4657, 10169, 359, 59707 ]
2773 | [ 859, 17903, 53, 593 ]
2779 | [ 2857, 12263, 193, 7151 ]
2785 | [ 1237, 8231, 769, 8231 ]
2787 | [ 397, 9733, 1607, 2689 ]
2807 | [ 5077, 967, 359, 30403 ]
2811 | [ 15053, 27697, 701, 509 ]
2813 | [ 2203, 10181, 19, 7669 ]
2815 | [ 109, 3931, 197, 110947 ]
2823 | [ 5347, 1327, 19, 14929 ]
2827 | [ 41131, 16619, 383, 6791 ]
2831 | [ 2887, 38083, 251, 7129 ]
2839 | [ 1811, 43961, 877, 1523 ]
2841 | [ 33703, 46769, 131, 22621 ]
2845 | [ 3727, 9319, 853, 10391 ]
2855 | [ 269, 3191, 1223, 3253 ]
2859 | [ 757, 6679, 601, 37463 ]
2863 | [ 1361, 3911, 2593, 12919 ]
2867 | [ 2971, 3001, 271, 3229 ]
2869 | [ 3919, 3863, 601, 827 ]
2881 | [ 6229, 7393, 83, 31247 ]
2885 | [ 3347, 9337, 373, 9679 ]
2893 | [ 32993, 26713, 499, 13367 ]
2899 | [ 30137, 9907, 2503, 14341 ]
2901 | [ 6571, 6857, 19, 2539 ]
2911 | [ 11719, 39397, 97, 9281 ]
2913 | [ 2663, 1657, 821, 15401 ]
2921 | [ 52817, 36767, 599, 7933 ]
2923 | [ 3779, 4457, 113, 8293 ]
2929 | [ 11597, 17383, 31, 11447 ]
2931 | [ 3719, 607, 107, 10889 ]
2933 | [ 383, 1559, 137, 23431 ]
2935 | [ 10141, 10859, 1459, 29383 ]
2941 | [ 1619, 6389, 257, 103 ]
2947 | [ 911, 3767, 53, 33479 ]
2949 | [ 2551, 6829, 101, 443 ]
2951 | [ 9511, 2551, 127, 22283 ]
2959 | [ 41443, 521, 193, 92467 ]
2965 | [ 19, 33073, 839, 8171 ]
2973 | [ 11971, 3389, 281, 1091 ]
2977 | [ 2789, 15439, 467, 4021 ]
2981 | [ 2887, 701, 1103, 25301 ]
2983 | [ 19163, 2267, 1801, 49727 ]
2987 | [ 1511, 3209, 43, 1013 ]
2991 | [ 24197, 3739, 83, 7673 ]
2993 | [ 19391, 22741, 2347, 8669 ]
2995 | [ 7, 9397, 13, 197 ]
3005 | [ 11317, 1459, 173, 6311 ]
3007 | [ 27527, 12377, 23, 23 ]
3013 | [ 20341, 4217, 5, 23567 ]
3017 | [ 7477, 463, 347, 14057 ]
3027 | [ 2131, 10559, 137, 1733 ]
3029 | [ 9521, 5261, 479, 13163 ]
3031 | [ 4229, 9901, 557, 53633 ]
3035 | [ 1213, 27239, 191, 37783 ]
3039 | [ 4079, 757, 181, 23537 ]
3043 | [ 36767, 157, 337, 44777 ]
3047 | [ 18289, 307, 1283, 23057 ]
3053 | [ 107, 4363, 139, 971 ]
3057 | [ 23431, 1033, 113, 32027 ]
3063 | [ 11731, 6263, 313, 11117 ]
3065 | [ 4513, 5827, 571, 8779 ]
3071 | [ 18743, 6043, 2099, 6199 ]
3073 | [ 2137, 42703, 19, 31013 ]
3077 | [ 2437, 25447, 887, 7487 ]
3085 | [ 3019, 22189, 13, 5807 ]
3091 | [ 631, 2633, 811, 7517 ]
3093 | [ 929, 8513, 223, 19213 ]
3095 | [ 2557, 829, 701, 11047 ]
3097 | [ 8017, 17609, 461, 15809 ]
3099 | [ 2633, 2131, 223, 6011 ]
3101 | [ 45979, 9791, 239, 12541 ]
